subdistrict,city,land_size_m2,building_size_m2,price_mio,certificate,bathroom,maid_bedroom,carport,maid_bathroom,floor_level,garage,kitchen,bedroom,living_room,dining_room,property_type,furniture,voltage_watt,property_condition,house_facing,water_source,corner_property,road_width,region_type
Tebet,Jakarta Selatan,133.0,99.0,3500.0,SHM,2,0,1,0,2,1,1,4,1,0,House Type 120,Unfurnished,2720.0,Need Renovation,Northwest,PAM/PDAM,False,4.5,city
Cilandak,Jakarta Selatan,280.0,670.0,15000.0,SHM,5,2,2,1,3,2,1,4,1,0,House Type >300,Semi Furnished,10560.0,New,East,Groundwater,False,5.6,city
Cinere,Depok,84.0,150.0,2300.0,SHM,3,1,2,1,3,0,1,3,1,0,House Type 200,Unfurnished,3500.0,New,Northeast,Groundwater,False,5.5,city
Pasar Minggu,Jakarta Selatan,355.0,250.0,7500.0,SHM,5,0,4,0,2,0,1,7,1,0,House Type 300,Unfurnished,7700.0,Renovated,East,Groundwater,False,6.5,city
Cilandak,Jakarta Selatan,256.0,250.0,6500.0,SHM,4,1,1,1,2,1,1,3,1,0,House Type 300,Unfurnished,4400.0,Renovated,East,Groundwater,False,10.0,city
Cengkareng,Jakarta Barat,105.0,140.0,1850.0,SHM,2,0,1,0,2,0,1,4,1,0,House Type 200,Unfurnished,2200.0,Renovated,Northeast,Groundwater,False,5.0,city
Cikarang Pusat,Kabupaten Bekasi,50.0,30.0,545.0,SHM,1,0,1,0,2,1,1,2,1,0,House Type 36,Unfurnished,1300.0,Renovated,North,Groundwater,False,4.7,regency
Tanjung Priok,Jakarta Utara,108.0,231.0,2800.0,SHM,2,1,1,1,3,0,1,3,1,0,House Type 300,Semi Furnished,3500.0,Renovated,North,Groundwater,False,5.0,city
Serpong,Tangerang Selatan,40.0,72.0,1160.0,Other,2,0,1,0,3,0,1,4,1,0,House Type 120,Unfurnished,2200.0,Renovated,Northeast,Groundwater,False,7.0,city
Serpong,Tangerang Selatan,50.0,28.0,799.0,Other,1,0,1,0,1,0,1,2,1,0,House Type 36,Semi Furnished,2200.0,Renovated,South,Groundwater,False,7.0,city
Beji,Depok,62.0,75.0,1200.0,SHM,2,0,1,0,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,New,Northeast,Groundwater,False,5.4,city
Pancoran,Jakarta Selatan,461.0,1300.0,22000.0,SHM,5,2,2,3,3,3+,2,5,4,0,House Type >300,Unfurnished,15400.0,New,Northwest,Groundwater,False,5.5,city
Jagakarsa,Jakarta Selatan,108.0,91.0,2100.0,SHM,3,0,1,0,0,0,1,4,1,0,House Type 120,Unfurnished,2200.0,New,South,Groundwater,False,5.2,city
Kebayoran Lama,Jakarta Selatan,120.0,350.0,3750.0,SHM,5,1,2,2,3,0,1,4,1,0,House Type >300,Unfurnished,3600.0,New,Northeast,Groundwater,False,5.0,city
Duren Sawit,Jakarta Timur,377.0,450.0,6450.0,SHM,5,0,2,0,2,0,2,8,1,0,House Type >300,Semi Furnished,6600.0,Need Renovation,South,Groundwater,False,5.0,city
Duren Sawit,Jakarta Timur,377.0,450.0,6450.0,SHM,5,0,2,0,2,0,2,8,1,0,House Type >300,Semi Furnished,6600.0,Need Renovation,South,Groundwater,False,5.0,city
Ciracas,Jakarta Timur,90.0,144.0,498.0,SHM,3,0,1,0,2,0,1,5,1,0,House Type 200,Unfurnished,1740.0,Renovated,North,Groundwater,False,5.1,city
Ciracas,Jakarta Timur,200.0,100.0,680.0,SHM,2,0,1,0,0,0,1,4,1,0,House Type 120,Unfurnished,1300.0,Renovated,North,Groundwater,False,4.7,city
Bogor Barat,Kota Bogor,136.0,220.0,1390.0,SHM,2,0,1,0,2,0,1,3,1,0,House Type 300,Semi Furnished,2200.0,Renovated,South,PAM/PDAM,False,4.5,city
Ciracas,Jakarta Timur,72.0,36.0,225.0,SHM,1,0,1,0,1,0,1,2,1,0,House Type 36,Unfurnished,1300.0,Renovated,North,Groundwater,False,4.7,city
Tangerang,Kota Tangerang,1159.0,600.0,14000.0,Other,4,2,4,2,2,0,1,8,1,0,House Type >300,Semi Furnished,6600.0,New,North,PAM/PDAM,False,5.0,city
Cinere,Depok,425.0,225.0,3800.0,SHM,5,1,1,1,1,2,1,3,1,0,House Type 300,Unfurnished,2200.0,Renovated,Northeast,Groundwater,False,5.5,city
Limo,Depok,1000.0,409.0,6500.0,SHM,3,0,1,0,1,0,1,7,1,0,House Type >300,Unfurnished,5820.0,Need Renovation,East,Groundwater,False,7.0,city
Pondok Gede,Kota Bekasi,214.0,213.0,2500.0,SHM,5,0,0,0,2.5,0,1,5,1,0,House Type 300,Semi Furnished,4400.0,Well Maintained,East,PAM/PDAM,True,5.0,city
Pondok Gede,Kota Bekasi,214.0,213.0,2500.0,SHM,5,0,0,0,2.5,0,1,5,1,0,House Type 300,Semi Furnished,4400.0,Well Maintained,East,PAM/PDAM,True,5.0,city
Cipondoh,Kota Tangerang,65.0,55.0,285.0,SHM,1,0,1,0,0,0,1,2,1,0,House Type 60,Unfurnished,1300.0,Renovated,North,Groundwater,False,4.7,city
Mampang Prapatan,Jakarta Selatan,2002.0,1000.0,46000.0,SHM,5,4,2,3,0,2,1,6,1,0,House Type >300,Semi Furnished,8000.0,Renovated,Northwest,Groundwater,False,5.5,city
Cilandak,Jakarta Selatan,310.0,440.0,9600.0,SHM,4,1,2,2,0,0,1,3,1,0,House Type >300,Furnished,5500.0,New,South,Groundwater,False,7.5,city
Tanjung Priok,Jakarta Utara,234.0,460.0,5600.0,SHM,4,0,1,0,2,0,1,5,1,0,House Type >300,Unfurnished,3300.0,New,Northeast,Groundwater,False,5.6,city
Benda,Kota Tangerang,113.0,66.0,678.0,SHM,1,0,1,0,0,0,1,3,1,0,House Type 70,Unfurnished,1840.0,Renovated,North,Groundwater,False,5.1,city
Bogor Barat,Kota Bogor,136.0,220.0,1490.0,SHM,2,0,2,0,2,0,1,4,1,0,House Type 300,Semi Furnished,2200.0,Renovated,South,PAM/PDAM,False,5.0,city
Cikarang Pusat,Kabupaten Bekasi,136.0,80.0,1400.0,SHM,3,0,1,0,2,2,1,4,1,0,House Type 120,Semi Furnished,3600.0,New,North,Groundwater,False,4.0,regency
Pondok Gede,Kota Bekasi,249.0,223.0,965.0,SHM,2,0,1,0,0,0,1,4,1,0,House Type 300,Unfurnished,2020.0,Well Maintained,Northeast,Groundwater,False,6.0,city
Bogor Barat,Kota Bogor,136.0,220.0,1490.0,SHM,2,0,1,0,2,0,1,4,1,0,House Type 300,Semi Furnished,2200.0,Renovated,South,PAM/PDAM,False,4.5,city
Bogor Barat,Kota Bogor,136.0,220.0,1390.0,SHM,2,0,1,0,2,0,1,4,1,0,House Type 300,Semi Furnished,2200.0,Renovated,South,PAM/PDAM,False,4.5,city
Medan Satria,Kota Bekasi,72.0,28.0,590.0,SHM,1,0,1,0,1,0,1,2,1,0,House Type 36,Unfurnished,1300.0,Renovated,North,Groundwater,False,4.7,city
Ciputat,Tangerang Selatan,137.0,110.0,1450.0,SHM,2,0,0,0,0,2,1,3,1,0,House Type 120,Unfurnished,1300.0,New,Northeast,Groundwater,False,4.0,city
Medan Satria,Kota Bekasi,72.0,50.0,679.0,SHM,1,0,1,0,0,0,1,2,1,0,House Type 54,Unfurnished,1300.0,Renovated,North,Groundwater,False,4.7,city
Kebayoran Baru,Jakarta Selatan,500.0,348.0,29000.0,SHM,3,0,2,0,2,3+,2,3,1,0,House Type >300,Unfurnished,23140.0,Renovated,North,Groundwater,False,5.0,city
Kebayoran Lama,Jakarta Selatan,332.0,400.0,16500.0,SHM,4,0,0,0,0,0,1,4,1,0,House Type >300,Unfurnished,15304.6,Renovated,Northeast,Groundwater,False,5.0,city
Cimanggis,Depok,64.0,56.0,990.0,Other,1,0,0,0,0,0,1,2,1,0,House Type 60,Semi Furnished,2200.0,Renovated,Northwest,Groundwater,False,6.0,city
Cimanggis,Depok,64.0,56.0,990.0,Other,1,0,0,0,0,0,1,2,1,0,House Type 60,Unfurnished,2200.0,Renovated,Northwest,Groundwater,False,5.6,city
Pondok Melati,Kota Bekasi,120.0,120.0,1850.0,SHM,3,0,1,0,2,0,1,2,1,0,House Type 120,Semi Furnished,4400.0,Well Maintained,Northeast,Groundwater,False,7.5,city
Bekasi Barat,Kota Bekasi,105.0,102.0,2060.0,HGB,3,0,1,0,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Renovated,Northwest,PAM/PDAM,False,5.2,city
Tanjung Priok,Jakarta Utara,252.0,550.0,7200.0,SHM,4,1,1,1,3,1,1,4,1,0,House Type >300,Semi Furnished,5500.0,Renovated,Northwest,Groundwater,False,6.0,city
Cempaka Putih,Jakarta Pusat,68.0,150.0,980.0,SHM,3,0,0,0,3,0,1,3,1,0,House Type 200,Unfurnished,1300.0,Well Maintained,Northeast,Groundwater,False,4.7,city
Bogor Barat,Kota Bogor,165.0,120.0,1500.0,SHM,3,1,1,0,0,0,1,3,1,0,House Type 120,Semi Furnished,1740.0,New,Northeast,Groundwater,False,5.0,city
Ciputat,Tangerang Selatan,127.0,250.0,2400.0,SHM,3,1,1,1,0,0,1,3,1,0,House Type 300,Semi Furnished,3500.0,Renovated,North,Groundwater,False,5.5,city
Kelapa Gading,Jakarta Utara,90.0,165.0,1800.0,SHM,3,0,2,0,2.5,0,1,2,1,0,House Type 200,Semi Furnished,3300.0,Renovated,East,PAM/PDAM,False,4.7,city
Karawaci,Kota Tangerang,97.0,88.0,1600.0,SHM,3,0,2,0,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,New,North,Groundwater,False,4.0,city
Bojongsari,Depok,751.0,660.0,1250.0,SHM,2,0,2,0,0,0,1,5,1,0,House Type >300,Unfurnished,2020.0,Renovated,South,Groundwater,False,5.0,city
Ciracas,Jakarta Timur,135.0,85.0,1600.0,SHM,2,1,1,0,1.5,0,1,2,1,0,House Type 120,Semi Furnished,2200.0,New,North,Groundwater,False,4.0,city
Kembangan,Jakarta Barat,374.0,900.0,9000.0,SHM,4,1,2,1,4,2,2,6,1,0,House Type >300,Semi Furnished,10000.0,Well Maintained,North,Groundwater,True,6.5,city
Cempaka Putih,Jakarta Pusat,252.0,198.2,4600.0,SHM,1,0,0,0,0,0,1,2,1,0,House Type >300,Semi Furnished,2200.0,New,East,Groundwater,False,12.5,city
Mampang Prapatan,Jakarta Selatan,193.0,249.0,6500.0,SHM,3,1,2,1,3,0,1,4,1,0,House Type 300,Unfurnished,5920.0,New,Northeast,Groundwater,False,6.5,city
Duren Sawit,Jakarta Timur,105.0,102.0,1900.0,HGB,3,0,1,0,0,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Renovated,Northeast,PAM/PDAM,False,5.0,city
Kelapa Gading,Jakarta Utara,90.0,72.0,2000.0,SHM,1,0,2,0,0,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Renovated,South,Groundwater,False,5.2,city
Kelapa Gading,Jakarta Utara,90.0,120.0,2300.0,SHM,3,1,2,1,2,0,1,3,1,0,House Type 120,Unfurnished,3500.0,Renovated,North,Groundwater,False,5.5,city
Kelapa Gading,Jakarta Utara,90.0,135.0,2250.0,SHM,2,0,1,0,2.5,0,1,4,1,0,House Type 200,Semi Furnished,3300.0,Well Maintained,Northwest,Groundwater,False,5.0,city
Kelapa Gading,Jakarta Utara,102.0,240.0,3100.0,SHM,3,1,0,0,2.5,0,1,4,1,0,House Type 300,Unfurnished,2200.0,New,Northeast,Groundwater,False,5.0,city
Kelapa Dua,Kabupaten Tangerang,60.0,89.0,1350.0,SHM,2,1,1,2,3,0,1,3,1,0,House Type 120,Unfurnished,6600.0,New,North,Groundwater,False,4.0,regency
Kebayoran Baru,Jakarta Selatan,260.0,650.0,18500.0,SHM,6,3,2,0,3.5,3+,1,4,1,0,House Type >300,Unfurnished,18230.0,Well Maintained,Northeast,Groundwater,False,5.5,city
Gambir,Jakarta Pusat,310.0,650.0,18000.0,SHM,3,2,3,1,3.5,3+,1,4,1,0,House Type >300,Unfurnished,10500.0,Renovated,North,Groundwater,False,5.5,city
Mampang Prapatan,Jakarta Selatan,112.0,250.0,4800.0,SHM,4,1,2,1,3,0,1,5,1,0,House Type 300,Unfurnished,4400.0,New,Northeast,Groundwater,False,12.5,city
Cilandak,Jakarta Selatan,101.0,216.0,4700.0,SHM,3,1,2,1,3,0,1,3,1,0,House Type 300,Unfurnished,5500.0,New,Northeast,Groundwater,False,13.0,city
Cengkareng,Jakarta Barat,473.0,573.0,20000.0,SHM,5,1,4,1,3,0,2,9+,1,1,House Type >300,Furnished,7700.0,New,Northwest,Groundwater,True,5.5,city
Tanjung Priok,Jakarta Utara,360.0,550.0,8500.0,SHM,4,0,2,0,2,0,1,4,1,0,House Type >300,Furnished,9500.0,Renovated,North,Groundwater,False,7.5,city
Ciputat,Tangerang Selatan,165.0,132.0,685.0,SHM,2,0,0,0,1,0,1,3,1,0,House Type 200,Unfurnished,1400.0,Renovated,North,Groundwater,False,5.1,city
Medan Satria,Kota Bekasi,60.0,42.0,565.0,SHM,1,0,1,0,0,0,1,2,1,0,House Type 45,Unfurnished,1300.0,Renovated,North,Groundwater,False,4.7,city
Bogor Barat,Kota Bogor,136.0,220.0,1590.0,SHM,2,0,1,0,2,0,1,4,1,0,House Type 300,Semi Furnished,2200.0,Renovated,South,PAM/PDAM,False,4.5,city
Tanah Sareal,Kota Bogor,136.0,220.0,1590.0,SHM,2,0,1,0,2,0,1,4,1,0,House Type 300,Semi Furnished,2200.0,Renovated,South,PAM/PDAM,False,4.5,city
Bogor Barat,Kota Bogor,136.0,220.0,1390.0,SHM,2,0,1,0,2,0,1,4,1,0,House Type 300,Semi Furnished,2200.0,Renovated,South,PAM/PDAM,False,4.5,city
Tanjung Priok,Jakarta Utara,282.0,400.0,9000.0,SHM,4,2,2,1,3,1,1,4,1,0,House Type >300,Semi Furnished,5500.0,New,West,Groundwater,False,10.0,city
Pondok Gede,Kota Bekasi,216.0,105.0,1100.0,SHM,1,0,2,0,1.5,0,1,2,1,0,House Type 120,Unfurnished,2200.0,Renovated,East,Groundwater,False,5.4,city
Cilandak,Jakarta Selatan,120.0,250.0,4100.0,SHM,3,0,2,0,0,0,1,4,1,0,House Type 300,Unfurnished,4660.0,Renovated,Northeast,Groundwater,False,6.4,city
Senen,Jakarta Pusat,387.0,250.0,12000.0,SHM,2,3,2,1,1,2,1,4,1,1,House Type 300,Semi Furnished,3500.0,Renovated,North,PAM/PDAM,False,5.0,city
Senen,Jakarta Pusat,820.0,620.0,28500.0,SHM,5,3,0,1,2,3+,1,5,2,2,House Type >300,Semi Furnished,5500.0,Renovated,Northeast,PAM/PDAM,False,5.5,city
Senen,Jakarta Pusat,301.0,450.0,15000.0,SHM,3,1,3,1,2.5,3+,1,5,1,0,House Type >300,Semi Furnished,4400.0,Well Maintained,Northeast,PAM/PDAM,False,5.0,city
Tanjung Priok,Jakarta Utara,128.0,250.0,4250.0,SHM,3,1,2,1,3,2,2,3,1,0,House Type 300,Semi Furnished,3500.0,New,South,Groundwater,False,13.0,city
Cakung,Jakarta Timur,90.0,119.0,3910.0,SHM,3,0,0,0,0,0,1,3,1,0,House Type 120,Unfurnished,3300.0,Renovated,South,Groundwater,False,5.0,city
Tanjung Priok,Jakarta Utara,210.0,350.0,4500.0,SHM,3,1,2,1,2,0,1,3,1,0,House Type >300,Semi Furnished,7700.0,Renovated,Northeast,Groundwater,False,7.0,city
Tanjung Priok,Jakarta Utara,108.0,150.0,2800.0,SHM,3,0,1,0,2,0,1,3,1,0,House Type 200,Semi Furnished,2200.0,New,West,Groundwater,False,4.5,city
Penjaringan,Jakarta Utara,175.0,475.0,7500.0,SHM,2,1,2,1,3,0,1,3,1,0,House Type >300,Semi Furnished,5500.0,Renovated,South,Groundwater,False,6.5,city
Penjaringan,Jakarta Utara,290.0,350.0,12500.0,SHM,4,0,2,0,2,0,1,4,1,0,House Type >300,Semi Furnished,6600.0,Renovated,Northwest,Groundwater,False,5.0,city
Penjaringan,Jakarta Utara,325.0,975.0,15000.0,SHM,4,1,2,0,4,1,1,4,1,0,House Type >300,Semi Furnished,7700.0,New,Northeast,Groundwater,True,5.0,city
Penjaringan,Jakarta Utara,144.0,400.0,8500.0,SHM,3,1,2,1,3,0,1,3,1,0,House Type >300,Semi Furnished,6600.0,Well Maintained,South,Groundwater,False,6.5,city
Penjaringan,Jakarta Utara,261.0,500.0,9000.0,SHM,3,1,2,1,2,0,1,4,1,0,House Type >300,Semi Furnished,6600.0,New,North,Groundwater,False,7.5,city
Limo,Depok,300.0,260.0,2700.0,SHM,3,0,1,0,0,3+,1,3,1,0,House Type 300,Unfurnished,2680.0,Renovated,East,Groundwater,False,6.0,city
Kebayoran Lama,Jakarta Selatan,630.0,600.0,32000.0,HGB,7,2,3,2,2,0,1,6,1,0,House Type >300,Unfurnished,7700.0,Renovated,North,Groundwater,False,5.5,city
Batuceper,Kota Tangerang,120.0,120.0,3000.0,SHM,4,1,1,0,2,0,1,3,1,0,House Type 120,Semi Furnished,3500.0,New,South,PAM/PDAM,False,4.5,city
Limo,Depok,90.0,60.0,1200.0,SHM,2,0,0,0,1,0,1,3,1,0,House Type 60,Unfurnished,2200.0,Renovated,Northeast,Groundwater,False,5.4,city
Penjaringan,Jakarta Utara,90.0,120.0,3650.0,Other,3,0,1,0,0,0,1,3,1,0,House Type 120,Furnished,4400.0,New,North,Groundwater,False,4.0,city
Bogor Utara,Kota Bogor,320.0,600.0,4200.0,SHM,6,1,4,0,2,0,1,8,1,0,House Type >300,Furnished,3500.0,Well Maintained,South,PAM/PDAM,True,5.0,city
Cilincing,Jakarta Utara,510.0,382.0,5200.0,SHM,3,1,4,0,0,0,1,6,1,0,House Type >300,Semi Furnished,4400.0,Renovated,North,PAM/PDAM,False,5.0,city
Palmerah,Jakarta Barat,426.0,350.0,8500.0,SHM,11+,0,0,0,2,0,1,9+,1,0,House Type >300,Semi Furnished,7700.0,Renovated,Northeast,Groundwater,False,7.5,city
Tanjung Priok,Jakarta Utara,108.0,234.0,4250.0,SHM,2,1,1,1,3,0,1,4,1,0,House Type 300,Unfurnished,2200.0,New,North,Groundwater,False,13.5,city
Tanjung Priok,Jakarta Utara,126.0,200.0,4950.0,SHM,3,1,1,1,4,2,1,4,1,0,House Type 200,Semi Furnished,4400.0,Need Renovation,Southeast,Groundwater,False,4.5,city
Senen,Jakarta Pusat,387.0,250.0,14500.0,SHM,3,3,4,1,0,0,1,4,1,1,House Type 300,Semi Furnished,7700.0,New,Northeast,PAM/PDAM,False,5.0,city
Cempaka Putih,Jakarta Pusat,181.0,244.0,7200.0,SHM,3,1,1,0,2,1,1,4,1,0,House Type 300,Furnished,7700.0,New,Northwest,PAM/PDAM,False,6.0,city
Parung Panjang,Kabupaten Bogor,60.0,36.0,200.0,SHM,1,0,1,0,0,0,1,2,1,0,House Type 36,Unfurnished,1300.0,Renovated,North,Groundwater,False,4.7,regency
Tanjung Priok,Jakarta Utara,312.0,550.0,9100.0,SHM,3,1,2,1,2,0,1,4,1,0,House Type >300,Semi Furnished,3500.0,Renovated,East,Groundwater,False,7.0,city
Penjaringan,Jakarta Utara,111.0,300.0,4700.0,SHM,3,1,2,1,3,0,1,5,1,0,House Type 300,Furnished,7700.0,Well Maintained,Northeast,PAM/PDAM,False,13.8,city
Kalideres,Jakarta Barat,544.0,280.0,6900.0,SHM,2,0,2,0,2,0,1,2,1,0,House Type 300,Semi Furnished,3500.0,Need Renovation,Northwest,Groundwater,True,10.0,city
Kelapa Gading,Jakarta Utara,180.0,310.0,5900.0,SHM,3,1,2,1,2,0,1,4,1,0,House Type >300,Semi Furnished,5500.0,New,Northeast,PAM/PDAM,False,10.0,city
Sawah Besar,Jakarta Pusat,94.0,232.0,1990.0,SHM,11+,0,0,0,3,0,1,9+,1,0,House Type 300,Semi Furnished,7600.0,Renovated,East,Groundwater,False,4.0,city
Penjaringan,Jakarta Utara,200.0,250.0,5400.0,SHM,4,1,2,1,0,0,1,4,1,0,House Type 300,Semi Furnished,5500.0,New,Northeast,PAM/PDAM,False,5.5,city
Parung,Kabupaten Bogor,72.0,69.0,1090.0,SHM,2,0,0,0,0,0,1,3,1,0,House Type 70,Semi Furnished,2200.0,Renovated,Northeast,Groundwater,False,5.4,regency
Tangerang,Kota Tangerang,120.0,150.0,3500.0,Other,3,1,1,1,2,0,1,3,1,0,House Type 200,Unfurnished,2200.0,Need Renovation,South,Groundwater,False,4.0,city
Tanah Sareal,Kota Bogor,136.0,220.0,1590.0,SHM,2,0,2,0,0,0,1,4,1,0,House Type 300,Semi Furnished,2200.0,Renovated,South,PAM/PDAM,False,4.5,city
Cakung,Jakarta Timur,120.0,180.0,2100.0,SHM,3,0,0,0,2,0,1,4,1,0,House Type 200,Semi Furnished,3500.0,Renovated,West,PAM/PDAM,False,4.5,city
Ciputat,Tangerang Selatan,72.0,90.0,950.0,SHM,2,0,1,0,0,0,1,3,1,0,House Type 120,Semi Furnished,2200.0,Renovated,Northwest,PAM/PDAM,False,6.0,city
Cakung,Jakarta Timur,168.0,147.0,4250.0,Other,4,1,2,1,2.5,0,1,4,1,0,House Type 200,Semi Furnished,4220.0,New,Northwest,Groundwater,True,5.0,city
Grogol Petamburan,Jakarta Barat,152.0,225.0,5700.0,SHM,3,1,0,0,2,0,1,4,1,0,House Type 300,Unfurnished,5500.0,New,Northwest,PAM/PDAM,False,6.0,city
Pasar Rebo,Jakarta Timur,469.0,130.0,3400.0,SHM,3,1,2,1,2,0,1,3,1,0,House Type 200,Unfurnished,2200.0,Well Maintained,Northeast,PAM/PDAM,True,5.0,city
Bekasi,Kota Bekasi,75.0,36.0,600.0,SHM,2,0,1,0,0,0,1,3,1,0,House Type 36,Semi Furnished,1300.0,Renovated,North,Groundwater,False,4.7,city
Bekasi Utara,Kota Bekasi,144.0,183.0,2500.0,SHM,3,0,1,0,2,0,1,3,1,0,House Type 200,Semi Furnished,2200.0,New,Northeast,PAM/PDAM,False,5.0,city
Cakung,Jakarta Timur,288.0,252.0,5000.0,SHM,3,1,1,1,2,1,1,4,1,0,House Type 300,Unfurnished,3500.0,Need Renovation,North,PAM/PDAM,False,5.0,city
Cinere,Depok,115.0,100.0,1900.0,SHM,2,0,1,0,1.5,0,1,1,1,0,House Type 120,Semi Furnished,3080.0,Renovated,Northeast,PAM/PDAM,False,5.9,city
Cinere,Depok,63.0,76.0,1050.0,SHM,2,0,1,0,0,0,1,3,1,0,House Type 120,Semi Furnished,2020.0,Renovated,Northeast,Groundwater,False,6.0,city
Medan Satria,Kota Bekasi,555.0,450.0,7200.0,SHM,4,1,2,1,2,2,1,4,1,0,House Type >300,Semi Furnished,5500.0,Well Maintained,Southeast,PAM/PDAM,True,6.0,city
Cakung,Jakarta Timur,119.0,90.0,1400.0,SHM,2,1,1,0,1,0,1,2,1,0,House Type 120,Unfurnished,2200.0,Renovated,South,Groundwater,False,4.5,city
Cakung,Jakarta Timur,90.0,58.0,1400.0,Other,1,1,2,1,2,0,1,4,1,0,House Type 60,Unfurnished,2200.0,Renovated,North,PAM/PDAM,False,4.5,city
Kelapa Gading,Jakarta Utara,180.0,223.0,5000.0,SHM,4,0,3,0,2.5,0,1,5,1,0,House Type 300,Furnished,5500.0,New,East,PAM/PDAM,False,13.0,city
Kebayoran Lama,Jakarta Selatan,90.0,90.0,5900.0,SHM,3,1,1,1,2,1,1,2,1,0,House Type 120,Furnished,5500.0,New,North,PAM/PDAM,False,6.0,city
Cakung,Jakarta Timur,126.0,146.0,3400.0,Other,4,1,0,1,2.5,0,1,4,1,0,House Type 200,Unfurnished,3500.0,New,South,Groundwater,False,4.5,city
Tambun Selatan,Kabupaten Bekasi,72.0,36.0,350.0,SHM,1,0,1,0,1,0,1,2,1,0,House Type 36,Unfurnished,1300.0,Well Maintained,North,PAM/PDAM,False,4.7,regency
Cilincing,Jakarta Utara,464.0,275.0,2300.0,SHM,3,0,1,0,2,2,1,4,1,0,House Type 300,Semi Furnished,4400.0,Well Maintained,East,Groundwater,True,5.2,city
Grogol Petamburan,Jakarta Barat,233.0,1100.0,16000.0,SHM,11+,2,0,0,5,0,1,9+,1,0,House Type >300,Furnished,12024.6,New,North,Groundwater,False,5.0,city
Grogol Petamburan,Jakarta Barat,233.0,1100.0,16000.0,SHM,11+,2,0,0,5,0,1,9+,1,0,House Type >300,Furnished,12024.6,New,North,Groundwater,False,5.0,city
Bekasi,Kota Bekasi,60.0,60.0,600.0,SHM,1,0,1,0,0,0,1,2,1,0,House Type 60,Unfurnished,3500.0,Renovated,Northwest,Groundwater,False,4.5,city
Bekasi,Kota Bekasi,96.0,68.0,500.0,SHM,1,0,1,0,1,0,1,2,1,0,House Type 70,Unfurnished,1300.0,Renovated,North,PAM/PDAM,True,4.7,city
Cipayung,Jakarta Timur,66.0,102.0,1440.0,SHM,3,0,2,0,0,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Renovated,Northwest,Groundwater,False,4.5,city
Cipayung,Jakarta Timur,66.0,102.0,1440.0,SHM,3,0,2,0,0,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Renovated,Northwest,Groundwater,False,4.5,city
Serpong,Tangerang Selatan,495.0,215.0,1450.0,SHM,6,0,1,0,0,0,1,9+,1,0,House Type 300,Semi Furnished,2460.0,New,Northwest,Groundwater,False,5.0,city
Bekasi,Kota Bekasi,78.0,120.0,570.0,SHM,2,0,0,0,2,0,1,3,1,0,House Type 120,Unfurnished,1300.0,Renovated,North,PAM/PDAM,False,4.7,city
Pondok Gede,Kota Bekasi,125.0,80.0,975.0,SHM,1,1,1,1,0,0,1,2,1,0,House Type 120,Unfurnished,900.0,Renovated,Northeast,Groundwater,False,4.0,city
Cempaka Putih,Jakarta Pusat,1208.0,931.0,24000.0,SHM,6,0,7,0,1,0,1,6,1,0,House Type >300,Semi Furnished,17600.0,Well Maintained,Northeast,Groundwater,False,5.5,city
Cipayung,Jakarta Timur,66.0,100.0,1450.0,SHM,3,0,1,0,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Renovated,Northwest,Groundwater,False,4.5,city
Limo,Depok,134.0,54.0,1100.0,SHM,1,0,1,0,0,0,1,2,1,0,House Type 54,Unfurnished,2240.0,Renovated,North,Groundwater,False,5.4,city
Serpong,Tangerang Selatan,154.0,206.0,3500.0,SHM,3,1,2,1,2,0,1,3,1,1,House Type 300,Furnished,5500.0,New,Northeast,PAM/PDAM,False,4.5,city
Kelapa Dua,Kabupaten Tangerang,105.0,88.0,1950.0,SHM,1,1,1,1,1,0,1,2,1,0,House Type 120,Unfurnished,2200.0,Renovated,Northeast,Groundwater,False,5.0,regency
Cipayung,Jakarta Timur,66.0,100.0,1450.0,SHM,3,0,1,0,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Renovated,Northwest,Groundwater,False,4.5,city
Kembangan,Jakarta Barat,144.0,164.0,5700.0,SHM,4,1,2,1,1.5,0,1,4,1,0,House Type 200,Semi Furnished,5920.0,Renovated,Northwest,PAM/PDAM,False,5.0,city
Kembangan,Jakarta Barat,498.0,241.0,9150.0,SHM,5,2,0,2,2,0,1,6,1,0,House Type 300,Semi Furnished,10600.0,New,Northeast,Groundwater,True,6.5,city
Cipondoh,Kota Tangerang,100.0,150.0,1750.0,SHM,2,1,0,0,2,0,1,3,1,0,House Type 200,Semi Furnished,2640.0,Well Maintained,Northeast,Groundwater,False,4.5,city
Johar Baru,Jakarta Pusat,100.0,150.0,1750.0,SHM,2,1,1,0,2,0,1,3,1,0,House Type 200,Semi Furnished,2420.0,Well Maintained,Northeast,Groundwater,False,4.5,city
Penjaringan,Jakarta Utara,120.0,150.0,4300.0,Other,2,0,1,0,2,0,1,3,1,0,House Type 200,Semi Furnished,3300.0,Renovated,North,Groundwater,False,13.0,city
